0,1
-1.8190329670329664e-05,Sleep stage W
-3.751949938949938e-05,Sleep stage W
-7.666862026862024e-06,Sleep stage W
-6.127229548229547e-05,Sleep stage W
4.993650793650816e-07,Sleep stage W
-2.3979047619047613e-05,Sleep stage W
-5.526873015873016e-05,Sleep stage W
-2.8768522588522592e-05,Sleep stage W
-2.0046935286935286e-05,Sleep stage W
-3.4559267399267394e-05,Sleep stage W
-4.533811965811967e-05,Sleep stage W
-1.3711978021978021e-05,Sleep stage W
-2.8368217338217332e-05,Sleep stage W
-3.756105006105006e-05,Sleep stage W
-2.8005409035409032e-05,Sleep stage W
-2.7953724053724053e-05,Sleep stage W
-3.442752136752136e-05,Sleep stage W
-1.8468009768009765e-05,Sleep stage W
-2.3099389499389502e-05,Sleep stage W
-3.066161172161172e-05,Sleep stage W
-6.313802197802199e-05,Sleep stage W
-7.258449328449328e-06,Sleep stage W
-2.6096105006105006e-05,Sleep stage W
-3.0597765567765566e-05,Sleep stage W
-1.5467240537240536e-05,Sleep stage W
-3.911362637362637e-05,Sleep stage W
-6.357987789987791e-05,Sleep stage W
9.863467643467641e-06,Sleep stage W
-4.328085470085469e-05,Sleep stage W
-4.166848595848596e-05,Sleep stage W
-3.554358974358972e-06,Sleep stage W
-5.065153846153846e-05,Sleep stage W
-5.6672332112332104e-05,Sleep stage W
1.1116068376068376e-05,Sleep stage W
-4.1138461538461534e-05,Sleep stage W
-3.544703296703297e-05,Sleep stage W
-6.373594627594627e-05,Sleep stage W
3.482630036630037e-05,Sleep stage W
-5.725100122100121e-05,Sleep stage W
-4.4021672771672754e-05,Sleep stage W
-1.053081807081807e-05,Sleep stage W
-4.202724053724053e-05,Sleep stage W
-3.1057863247863245e-05,Sleep stage W
3.3268376068376088e-06,Sleep stage W
-6.337921855921855e-05,Sleep stage W
-1.9487521367521365e-05,Sleep stage W
-1.9639536019536014e-05,Sleep stage W
-3.760665445665446e-05,Sleep stage W
-1.6770512820512818e-05,Sleep stage W
-5.589097680097681e-05,Sleep stage W
-1.5365897435897435e-05,Sleep stage W
-4.523272283272282e-05,Sleep stage W
-2.8092564102564097e-05,Sleep stage W
2.200915750915754e-06,Sleep stage W
-6.113953601953602e-05,Sleep stage W
-2.47725641025641e-05,Sleep stage W
-1.8198437118437117e-05,Sleep stage W
-5.006780219780219e-05,Sleep stage W
-1.767550671550671e-05,Sleep stage W
-4.1389792429792445e-05,Sleep stage W
-2.043333333333331e-06,Sleep stage W
-4.7443015873015867e-05,Sleep stage W
-4.170192918192917e-05,Sleep stage W
-2.8158437118437113e-05,Sleep stage W
-2.2538962148962153e-05,Sleep stage W
-3.2896227106227106e-05,Sleep stage W
-2.7207838827838826e-05,Sleep stage W
-2.7708473748473746e-05,Sleep stage W
-3.8871416361416354e-05,Sleep stage W
-1.952400488400488e-05,Sleep stage W
-3.1972991452991454e-05,Sleep stage W
-3.978350427350426e-05,Sleep stage W
-1.3247826617826618e-05,Sleep stage W
-4.332139194139195e-05,Sleep stage W
-2.84553724053724e-05,Sleep stage W
-2.951339438339438e-05,Sleep stage W
-4.5396898656898655e-05,Sleep stage W
-1.1526007326007323e-05,Sleep stage W
-3.857144078144078e-05,Sleep stage W
-1.0904774114774113e-05,Sleep stage W
-4.799736263736264e-05,Sleep stage W
-1.6848547008547005e-05,Sleep stage W
-3.1753076923076916e-05,Sleep stage W
-4.193400488400489e-05,Sleep stage W
-1.5846263736263735e-05,Sleep stage W
-5.096874236874237e-05,Sleep stage W
9.965824175824178e-06,Sleep stage W
-6.388897435897436e-05,Sleep stage W
-5.4530952380952376e-05,Sleep stage W
2.710091575091575e-05,Sleep stage W
-7.715174603174603e-05,Sleep stage W
-1.85115873015873e-05,Sleep stage W
-1.6086446886446883e-05,Sleep stage W
-3.758030525030524e-05,Sleep stage W
-4.602826617826617e-05,Sleep stage W
-1.950880341880342e-05,Sleep stage W
-2.3636507936507937e-05,Sleep stage W
-2.58082905982906e-05,Sleep stage W
-5.871642246642245e-05,Sleep stage W
-1.1275689865689862e-05,Sleep stage W
-1.6584041514041512e-05,Sleep stage W
-4.306094017094017e-05,Sleep stage W
-2.8425982905982902e-05,Sleep stage W
-2.8414835164835166e-05,Sleep stage W
-2.9915726495726493e-05,Sleep stage W
-2.867252747252745e-06,Sleep stage W
-5.070221001221001e-05,Sleep stage W
-5.4662698412698415e-05,Sleep stage W
-1.0816605616605616e-05,Sleep stage W
5.167228327228329e-06,Sleep stage W
-8.481835164835163e-05,Sleep stage W
-8.690427350427349e-06,Sleep stage W
-3.263577533577533e-05,Sleep stage W
-6.525738705738704e-06,Sleep stage W
-5.896167277167277e-05,Sleep stage W
-1.8338290598290602e-05,Sleep stage W
-2.330916971916972e-05,Sleep stage W
-4.513746031746032e-05,Sleep stage W
-2.5359340659340657e-05,Sleep stage W
-4.732951159951158e-05,Sleep stage W
-5.2609768009768e-06,Sleep stage W
-3.652532356532356e-05,Sleep stage W
-2.6231904761904757e-05,Sleep stage W
-3.4220781440781435e-05,Sleep stage W
-1.7191086691086688e-05,Sleep stage W
-4.1433369963369945e-05,Sleep stage W
-4.414733821733821e-05,Sleep stage W
-4.735006105006103e-06,Sleep stage W
-4.92378021978022e-05,Sleep stage W
-1.9158156288156287e-05,Sleep stage W
-5.4422515262515274e-05,Sleep stage W
-1.1896923076923076e-05,Sleep stage W
-3.11804884004884e-05,Sleep stage W
7.224493284493286e-06,Sleep stage W
-5.976126984126984e-05,Sleep stage W
-2.863069597069597e-05,Sleep stage W
-3.5662893772893774e-05,Sleep stage W
-1.3698803418803414e-05,Sleep stage W
-2.550324786324786e-05,Sleep stage W
-5.238045177045177e-05,Sleep stage W
-3.2522271062271056e-05,Sleep stage W
-6.19130647130647e-06,Sleep stage W
-3.659626373626373e-05,Sleep stage W
-3.783568986568986e-05,Sleep stage W
-2.4226324786324782e-05,Sleep stage W
-2.6164004884004878e-05,Sleep stage W
-4.823551892551893e-05,Sleep stage W
1.4093528693528696e-05,Sleep stage W
-7.653152625152625e-05,Sleep stage W
5.872576312576314e-06,Sleep stage W
-4.701129426129426e-05,Sleep stage W
-2.2166019536019535e-05,Sleep stage W
-4.441589743589743e-05,Sleep stage W
-4.829936507936507e-05,Sleep stage W
8.629108669108671e-06,Sleep stage W
-3.3923846153846155e-05,Sleep stage W
-5.795330891330891e-05,Sleep stage W
-1.4071746031746031e-05,Sleep stage W
-1.759949938949939e-05,Sleep stage W
-6.464600732600732e-05,Sleep stage W
1.8422905982905987e-05,Sleep stage W
-3.5964896214896203e-05,Sleep stage W
-5.230647130647132e-05,Sleep stage W
-3.1504786324786326e-05,Sleep stage W
-1.397952380952381e-05,Sleep stage W
-5.125858363858363e-05,Sleep stage W
-5.018766788766788e-06,Sleep stage W
-5.4303943833943826e-05,Sleep stage W
-1.5557435897435894e-05,Sleep stage W
-2.4861746031746024e-05,Sleep stage W
-4.3586910866910854e-05,Sleep stage W
-2.830741147741148e-05,Sleep stage W
-2.541406593406593e-05,Sleep stage W
-3.170949938949938e-05,Sleep stage W
-6.649377289377287e-06,Sleep stage W
-5.966195360195361e-05,Sleep stage W
-3.0194420024420022e-05,Sleep stage W
-5.5683223443223446e-05,Sleep stage W
1.0723870573870575e-05,Sleep stage W
-3.2077374847374845e-05,Sleep stage W
-4.851421245421245e-05,Sleep stage W
-3.700771672771673e-05,Sleep stage W
-7.241221001220998e-06,Sleep stage W
-4.7951758241758235e-05,Sleep stage W
-1.2488766788766786e-05,Sleep stage W
-3.235404151404151e-05,Sleep stage W
-2.1239743589743583e-05,Sleep stage W
-3.591422466422466e-05,Sleep stage W
-3.4108290598290595e-05,Sleep stage W
1.4182710622710623e-05,Sleep stage W
-8.55885592185592e-05,Sleep stage W
-2.4010463980463976e-05,Sleep stage W
-1.3090744810744808e-05,Sleep stage W
-3.847313797313797e-05,Sleep stage W
-2.499855921855922e-05,Sleep stage W
-3.745058608058607e-05,Sleep stage W
-3.69317094017094e-05,Sleep stage W
-1.5429792429792355e-07,Sleep stage W
-6.13908669108669e-05,Sleep stage W
-7.557411477411474e-06,Sleep stage W
-7.077523809523809e-05,Sleep stage W
3.564211233211233e-05,Sleep stage W
-7.352873015873014e-05,Sleep stage W
-1.939428571428571e-05,Sleep stage W
-4.3953772893772885e-05,Sleep stage W
-2.1174884004884005e-05,Sleep stage W
-1.779509157509157e-05,Sleep stage W
-4.706196581196581e-05,Sleep stage W
-4.5454945054945036e-06,Sleep stage W
-5.852995115995116e-05,Sleep stage W
-4.937692307692306e-06,Sleep stage W
-2.895094017094017e-05,Sleep stage W
-6.288669108669108e-05,Sleep stage W
1.190654456654457e-05,Sleep stage W
-6.19229181929182e-05,Sleep stage W
-3.8903846153846145e-05,Sleep stage W
-1.0351440781440777e-05,Sleep stage W
-3.1754090354090354e-05,Sleep stage W
-2.255315018315018e-05,Sleep stage W
-6.14395115995116e-05,Sleep stage W
-1.930510378510378e-05,Sleep stage W
-6.166984126984124e-06,Sleep stage W
-2.7401404151404154e-05,Sleep stage W
-5.389654456654456e-05,Sleep stage W
-2.0165506715506713e-05,Sleep stage W
-4.4059169719169714e-05,Sleep stage W
-8.484981684981672e-07,Sleep stage W
-4.851319902319903e-05,Sleep stage W
-2.4043907203907198e-05,Sleep stage W
-2.7793601953601944e-05,Sleep stage W
-4.619649572649571e-05,Sleep stage W
-2.8277008547008543e-05,Sleep stage W
-3.046095238095238e-05,Sleep stage W
-2.9699865689865687e-05,Sleep stage W
-2.518503052503053e-05,Sleep stage W
-4.126311355311356e-05,Sleep stage W
-1.4693992673992671e-05,Sleep stage W
-4.888715506715506e-05,Sleep stage W
-6.508510378510377e-06,Sleep stage W
-4.671739926739927e-05,Sleep stage W
-2.604442002442002e-05,Sleep stage W
-1.520982905982906e-05,Sleep stage W
-3.458257631257631e-05,Sleep stage W
-3.432719169719169e-05,Sleep stage W
-2.503301587301587e-05,Sleep stage W
-5.1478498168498184e-05,Sleep stage W
5.500366300366307e-07,Sleep stage W
-5.932245421245421e-05,Sleep stage W
-1.8097094017094013e-05,Sleep stage W
-1.927470085470085e-05,Sleep stage W
-4.7705494505494514e-05,Sleep stage W
-1.8373760683760683e-05,Sleep stage W
-4.493072039072038e-05,Sleep stage W
-2.2694017094017093e-05,Sleep stage W
-7.182442002442001e-06,Sleep stage W
-7.447730158730159e-05,Sleep stage W
2.413663003663004e-05,Sleep stage W
-6.560572649572649e-05,Sleep stage W
-2.250957264957265e-05,Sleep stage W
-3.216148962148962e-05,Sleep stage W
-4.2931221001221e-05,Sleep stage W
-6.617960927960924e-06,Sleep stage W
-4.72383028083028e-05,Sleep stage W
-2.9812356532356527e-05,Sleep stage W
-3.0096117216117215e-05,Sleep stage W
-4.037636141636141e-05,Sleep stage W
-8.188778998778996e-06,Sleep stage W
-3.883189255189256e-05,Sleep stage W
-2.316222222222221e-05,Sleep stage W
-4.6161025641025626e-05,Sleep stage W
-3.3366459096459097e-05,Sleep stage W
-1.863421245421245e-05,Sleep stage W
-4.0852673992673976e-05,Sleep stage W
-1.9817899877899878e-05,Sleep stage W
-3.969026862026861e-05,Sleep stage W
-2.9169841269841263e-05,Sleep stage W
-2.983667887667888e-05,Sleep stage W
-2.20930525030525e-05,Sleep stage W
-4.360819291819291e-05,Sleep stage W
-2.3798656898656898e-05,Sleep stage W
-3.4019108669108665e-05,Sleep stage W
-1.591213675213675e-05,Sleep stage W
-4.922969474969474e-05,Sleep stage W
-1.5618241758241754e-05,Sleep stage W
-4.3785543345543344e-05,Sleep stage W
-2.5093821733821733e-05,Sleep stage W
-3.316782661782661e-05,Sleep stage W
-2.9892417582417576e-05,Sleep stage W
-2.120934065934065e-05,Sleep stage W
-4.763658119658119e-05,Sleep stage W
-1.2317496947496943e-05,Sleep stage W
-4.2342417582417574e-05,Sleep stage W
-2.7285873015873013e-05,Sleep stage W
-2.866413919413919e-05,Sleep stage W
-3.6477692307692304e-05,Sleep stage W
-3.430388278388277e-05,Sleep stage W
-9.468742368742368e-06,Sleep stage W
-5.66328083028083e-05,Sleep stage W
-4.387399267399266e-06,Sleep stage W
-5.3533736263736275e-05,Sleep stage W
-3.196285714285714e-05,Sleep stage W
-1.3024871794871795e-05,Sleep stage W
-5.8993089133089116e-05,Sleep stage W
-1.408289377289377e-05,Sleep stage W
-3.136797313797314e-05,Sleep stage W
-2.3436862026862022e-05,Sleep stage W
-3.831098901098901e-05,Sleep stage W
-3.713844932844932e-05,Sleep stage W
-1.881460317460317e-05,Sleep stage W
-3.702595848595848e-05,Sleep stage W
-3.2626654456654454e-05,Sleep stage W
-1.7910622710622707e-05,Sleep stage W
-4.3989242979242976e-05,Sleep stage W
-3.3463748473748476e-05,Sleep stage W
-2.819086691086691e-05,Sleep stage W
-1.8793321123321122e-05,Sleep stage W
-4.337915750915751e-05,Sleep stage W
-4.114251526251526e-05,Sleep stage W
-1.3833589743589742e-05,Sleep stage W
-4.222384615384615e-05,Sleep stage W
-2.726459096459096e-05,Sleep stage W
-2.848172161172161e-05,Sleep stage W
-1.934057387057387e-05,Sleep stage W
-4.912936507936508e-05,Sleep stage W
-1.8536923076923072e-05,Sleep stage W
-4.105536019536019e-05,Sleep stage W
-1.6474590964590962e-05,Sleep stage W
-4.068647130647131e-05,Sleep stage W
-3.554229548229548e-05,Sleep stage W
-2.7735836385836387e-05,Sleep stage W
-1.1907057387057388e-05,Sleep stage W
-4.122460317460317e-05,Sleep stage W
-3.192840048840048e-05,Sleep stage W
-3.005152625152625e-05,Sleep stage W
-2.8924590964590966e-05,Sleep stage W
-3.147336996336996e-05,Sleep stage W
-2.6064688644688647e-05,Sleep stage W
-3.890485958485958e-05,Sleep stage W
-2.1240757020757014e-05,Sleep stage W
-3.944704517704517e-05,Sleep stage W
-2.783616605616605e-05,Sleep stage W
-3.5392307692307684e-05,Sleep stage W
-1.892506715506715e-05,Sleep stage W
-4.081213675213675e-05,Sleep stage W
-1.8515641025641024e-05,Sleep stage W
-4.2723467643467635e-05,Sleep stage W
-3.4117411477411476e-05,Sleep stage W
-7.49255189255189e-06,Sleep stage W
-3.95554822954823e-05,Sleep stage W
-3.420659340659341e-05,Sleep stage W
-3.3628937728937724e-05,Sleep stage W
-3.168517704517704e-05,Sleep stage W
-2.709230769230769e-05,Sleep stage W
-2.969783882783882e-05,Sleep stage W
-3.0450818070818066e-05,Sleep stage W
-3.210777777777778e-05,Sleep stage W
-2.8591172161172157e-05,Sleep stage W
-3.939434676434676e-05,Sleep stage W
-2.1483980463980462e-05,Sleep stage W
-1.987262515262515e-05,Sleep stage W
-5.102650793650794e-05,Sleep stage W
-6.685860805860803e-06,Sleep stage W
-5.741821733821733e-05,Sleep stage W
-3.3946141636141634e-05,Sleep stage W
1.5152564102564104e-05,Sleep stage W
-5.518866910866911e-05,Sleep stage W
-4.480910866910867e-05,Sleep stage W
-3.026840048840048e-05,Sleep stage W
-3.431733821733818e-06,Sleep stage W
-5.5306227106227096e-05,Sleep stage W
-1.723162393162393e-05,Sleep stage W
-3.9469340659340646e-05,Sleep stage W
-2.940698412698412e-05,Sleep stage W
-2.295345543345543e-05,Sleep stage W
-4.0655054945054945e-05,Sleep stage W
-1.448117216117216e-05,Sleep stage W
-4.4408803418803415e-05,Sleep stage W
-2.824964590964591e-05,Sleep stage W
-3.149566544566544e-05,Sleep stage W
-2.1063406593406592e-05,Sleep stage W
-3.041433455433455e-05,Sleep stage W
-2.723216117216117e-05,Sleep stage W
-4.3213968253968256e-05,Sleep stage W
-1.8386935286935285e-05,Sleep stage W
-5.9716678876678874e-05,Sleep stage W
7.482918192918195e-06,Sleep stage W
-4.190258852258853e-05,Sleep stage W
-6.0985494505494495e-05,Sleep stage W
1.8397570207570207e-05,Sleep stage W
-6.418084249084247e-05,Sleep stage W
-3.1964884004884005e-05,Sleep stage W
-1.6756324786324788e-05,Sleep stage W
-4.874628815628814e-05,Sleep stage W
-2.0549597069597064e-05,Sleep stage W
-3.624663003663002e-05,Sleep stage W
-2.322201465201465e-05,Sleep stage W
-2.383514041514041e-05,Sleep stage W
-3.99284249084249e-05,Sleep stage W
-3.4796410256410255e-05,Sleep stage W
-3.3289438339438334e-05,Sleep stage W
-1.0586556776556775e-05,Sleep stage W
-5.0075909645909654e-05,Sleep stage W
-1.5887814407814406e-05,Sleep stage W
-4.540297924297924e-05,Sleep stage W
-3.2140207570207564e-05,Sleep stage W
3.2832600732600746e-06,Sleep stage W
-5.341617826617825e-05,Sleep stage W
-3.448123321123321e-05,Sleep stage W
-2.7347692307692308e-05,Sleep stage W
-3.1796654456654457e-05,Sleep stage W
